CULTIVO,Tiempo en semillero,Tipo de bandeja,Tiempo a cosecha,Estado,Semana,Cantidad
Acelga colores,28,128,8,Plan,30,NA
Acelga colores,28,128,8,Siembra,30,NA
Acelga colores,28,128,8,Trasplante,30,NA
Acelga colores,28,128,8,Plan,31,NA
Acelga colores,28,128,8,Siembra,31,NA
Acelga colores,28,128,8,Trasplante,31,NA
Acelga colores,28,128,8,Plan,32,NA
Acelga colores,28,128,8,Siembra,32,NA
Acelga colores,28,128,8,Trasplante,32,NA
Acelga colores,28,128,8,Plan,33,NA
Acelga colores,28,128,8,Siembra,33,NA
Acelga colores,28,128,8,Trasplante,33,NA
Acelga colores,28,128,8,Plan,34,NA
Acelga colores,28,128,8,Siembra,34,NA
Acelga colores,28,128,8,Trasplante,34,NA
Acelga colores,28,128,8,Plan,35,NA
Acelga colores,28,128,8,Siembra,35,NA
Acelga colores,28,128,8,Trasplante,35,NA
Acelga colores,28,128,8,Plan,36,NA
Acelga colores,28,128,8,Siembra,36,NA
Acelga colores,28,128,8,Trasplante,36,NA
Acelga colores,28,128,8,Plan,37,NA
Acelga colores,28,128,8,Siembra,37,NA
Acelga colores,28,128,8,Trasplante,37,NA
Acelga colores,28,128,8,Plan,38,NA
Acelga colores,28,128,8,Siembra,38,NA
Acelga colores,28,128,8,Trasplante,38,NA
Acelga colores,28,128,8,Plan,39,NA
Acelga colores,28,128,8,Siembra,39,NA
Acelga colores,28,128,8,Trasplante,39,NA
Acelga colores,28,128,8,Plan,40,NA
Acelga colores,28,128,8,Siembra,40,NA
Acelga colores,28,128,8,Trasplante,40,NA
Acelga colores,28,128,8,Plan,41,NA
Acelga colores,28,128,8,Siembra,41,NA
Acelga colores,28,128,8,Trasplante,41,NA
Acelga colores,28,128,8,Plan,42,NA
Acelga colores,28,128,8,Siembra,42,NA
Acelga colores,28,128,8,Trasplante,42,NA
Acelga colores,28,128,8,Plan,43,NA
Acelga colores,28,128,8,Siembra,43,NA
Acelga colores,28,128,8,Trasplante,43,NA
Acelga colores,28,128,8,Plan,44,NA
Acelga colores,28,128,8,Siembra,44,NA
Acelga colores,28,128,8,Trasplante,44,NA
Acelga colores,28,128,8,Plan,45,NA
Acelga colores,28,128,8,Siembra,45,NA
Acelga colores,28,128,8,Trasplante,45,NA
Acelga colores,28,128,8,Plan,46,NA
Acelga colores,28,128,8,Siembra,46,NA
Acelga colores,28,128,8,Trasplante,46,NA
Acelga colores,28,128,8,Plan,47,NA
Acelga colores,28,128,8,Siembra,47,NA
Acelga colores,28,128,8,Trasplante,47,NA
Acelga colores,28,128,8,Plan,48,NA
Acelga colores,28,128,8,Siembra,48,NA
Acelga colores,28,128,8,Trasplante,48,NA
Acelga colores,28,128,8,Plan,49,NA
Acelga colores,28,128,8,Siembra,49,NA
Acelga colores,28,128,8,Trasplante,49,NA
Acelga colores,28,128,8,Plan,50,NA
Acelga colores,28,128,8,Siembra,50,NA
Acelga colores,28,128,8,Trasplante,50,NA
Acelga colores,28,128,8,Plan,51,NA
Acelga colores,28,128,8,Siembra,51,NA
Acelga colores,28,128,8,Trasplante,51,NA
Acelga colores,28,128,8,Plan,52,NA
Acelga colores,28,128,8,Siembra,52,NA
Acelga colores,28,128,8,Trasplante,52,NA
Cilantro,28,128,5,Plan,6,384
Cilantro,28,128,5,Siembra,6,384
Cilantro,28,128,5,Trasplante,6,384
Cilantro,28,128,5,Plan,7,384
Cilantro,28,128,5,Siembra,7,384
Cilantro,28,128,5,Trasplante,7,384
Cilantro,28,128,5,Plan,8,384
Cilantro,28,128,5,Siembra,8,384
Cilantro,28,128,5,Trasplante,8,384
Cilantro,28,128,5,Plan,9,384
Cilantro,28,128,5,Siembra,9,361
Cilantro,28,128,5,Trasplante,9,361
Cilantro,28,128,5,Plan,10,384
Cilantro,28,128,5,Siembra,10,387
Cilantro,28,128,5,Trasplante,10,387
Cilantro,28,128,5,Plan,11,384
Cilantro,28,128,5,Siembra,11,380
Cilantro,28,128,5,Trasplante,11,380
Cilantro,28,128,5,Plan,12,384
Cilantro,28,128,5,Siembra,12,384
Cilantro,28,128,5,Trasplante,12,384
Cilantro,28,128,5,Plan,13,384
Cilantro,28,128,5,Siembra,13,320
Cilantro,28,128,5,Trasplante,13,320
Cilantro,28,128,5,Plan,14,384
Cilantro,28,128,5,Siembra,14,320
Cilantro,28,128,5,Trasplante,14,320
Cilantro,28,128,5,Plan,15,384
Cilantro,28,128,5,Siembra,15,NA
Cilantro,28,128,5,Trasplante,15,0
Cilantro,28,128,5,Plan,16,384
Cilantro,28,128,5,Siembra,16,375
Cilantro,28,128,5,Trasplante,16,375
Cilantro,28,128,5,Plan,17,384
Cilantro,28,128,5,Siembra,17,384
Cilantro,28,128,5,Trasplante,17,384
Cilantro,28,128,5,Plan,18,384
Cilantro,28,128,5,Siembra,18,384
Cilantro,28,128,5,Trasplante,18,384
Cilantro,28,128,5,Plan,19,384
Cilantro,28,128,5,Siembra,19,384
Cilantro,28,128,5,Trasplante,19,384
Cilantro,28,128,5,Plan,20,384
Cilantro,28,128,5,Siembra,20,384
Cilantro,28,128,5,Trasplante,20,384
Cilantro,28,128,5,Plan,21,384
Cilantro,28,128,5,Siembra,21,384
Cilantro,28,128,5,Trasplante,21,384
Cilantro,28,128,5,Plan,22,384
Cilantro,28,128,5,Siembra,22,384
Cilantro,28,128,5,Trasplante,22,384
Cilantro,28,128,5,Plan,23,384
Cilantro,28,128,5,Siembra,23,NA
Cilantro,28,128,5,Trasplante,23,384
Cilantro,28,128,5,Plan,24,384
Cilantro,28,128,5,Siembra,24,NA
Cilantro,28,128,5,Trasplante,24,384
Cilantro,28,128,5,Plan,25,384
Cilantro,28,128,5,Siembra,25,NA
Cilantro,28,128,5,Trasplante,25,NA
Cilantro,28,128,5,Plan,26,384
Cilantro,28,128,5,Siembra,26,NA
Cilantro,28,128,5,Trasplante,26,NA
Cilantro,28,128,5,Plan,27,384
Cilantro,28,128,5,Siembra,27,NA
Cilantro,28,128,5,Trasplante,27,NA
Cilantro,28,128,5,Plan,28,NA
Cilantro,28,128,5,Siembra,28,NA
Cilantro,28,128,5,Trasplante,28,NA
Cilantro,28,128,5,Plan,29,NA
Cilantro,28,128,5,Siembra,29,NA
Cilantro,28,128,5,Trasplante,29,NA
Cilantro,28,128,5,Plan,30,NA
Cilantro,28,128,5,Siembra,30,NA
Cilantro,28,128,5,Trasplante,30,NA
Cilantro,28,128,5,Plan,31,NA
Cilantro,28,128,5,Siembra,31,NA
Cilantro,28,128,5,Trasplante,31,NA
Cilantro,28,128,5,Plan,32,NA
Cilantro,28,128,5,Siembra,32,NA
Cilantro,28,128,5,Trasplante,32,NA
Cilantro,28,128,5,Plan,33,NA
Cilantro,28,128,5,Siembra,33,NA
Cilantro,28,128,5,Trasplante,33,NA
Cilantro,28,128,5,Plan,34,NA
Cilantro,28,128,5,Siembra,34,NA
Cilantro,28,128,5,Trasplante,34,NA
Cilantro,28,128,5,Plan,35,NA
Cilantro,28,128,5,Siembra,35,NA
Cilantro,28,128,5,Trasplante,35,NA
Cilantro,28,128,5,Plan,36,NA
Cilantro,28,128,5,Siembra,36,NA
Cilantro,28,128,5,Trasplante,36,NA
Cilantro,28,128,5,Plan,37,NA
Cilantro,28,128,5,Siembra,37,NA
Cilantro,28,128,5,Trasplante,37,NA
Cilantro,28,128,5,Plan,38,NA
Cilantro,28,128,5,Siembra,38,NA
Cilantro,28,128,5,Trasplante,38,NA
Cilantro,28,128,5,Plan,39,NA
Cilantro,28,128,5,Siembra,39,NA
Cilantro,28,128,5,Trasplante,39,NA
Cilantro,28,128,5,Plan,40,NA
Cilantro,28,128,5,Siembra,40,NA
Cilantro,28,128,5,Trasplante,40,NA
Cilantro,28,128,5,Plan,41,NA
Cilantro,28,128,5,Siembra,41,NA
Cilantro,28,128,5,Trasplante,41,NA
Cilantro,28,128,5,Plan,42,NA
Cilantro,28,128,5,Siembra,42,NA
Cilantro,28,128,5,Trasplante,42,NA
Cilantro,28,128,5,Plan,43,NA
Cilantro,28,128,5,Siembra,43,NA
Cilantro,28,128,5,Trasplante,43,NA
Cilantro,28,128,5,Plan,44,NA
Cilantro,28,128,5,Siembra,44,NA
Cilantro,28,128,5,Trasplante,44,NA
Cilantro,28,128,5,Plan,45,NA
Cilantro,28,128,5,Siembra,45,NA
Cilantro,28,128,5,Trasplante,45,NA
Cilantro,28,128,5,Plan,46,NA
Cilantro,28,128,5,Siembra,46,NA
Cilantro,28,128,5,Trasplante,46,NA
Cilantro,28,128,5,Plan,47,NA
Cilantro,28,128,5,Siembra,47,NA
Cilantro,28,128,5,Trasplante,47,NA
Cilantro,28,128,5,Plan,48,NA
Cilantro,28,128,5,Siembra,48,NA
Cilantro,28,128,5,Trasplante,48,NA
Cilantro,28,128,5,Plan,49,NA
Cilantro,28,128,5,Siembra,49,NA
Cilantro,28,128,5,Trasplante,49,NA
Cilantro,28,128,5,Plan,50,NA
Cilantro,28,128,5,Siembra,50,NA
Cilantro,28,128,5,Trasplante,50,NA
Cilantro,28,128,5,Plan,51,NA
Cilantro,28,128,5,Siembra,51,NA
Cilantro,28,128,5,Trasplante,51,NA
Cilantro,28,128,5,Plan,52,NA
Cilantro,28,128,5,Siembra,52,NA
Cilantro,28,128,5,Trasplante,52,NA
Rúgula,28,128,8,Plan,6,128
Rúgula,28,128,8,Siembra,6,128
Rúgula,28,128,8,Trasplante,6,128
Rúgula,28,128,8,Plan,7,128
Rúgula,28,128,8,Siembra,7,128
Rúgula,28,128,8,Trasplante,7,128
Rúgula,28,128,8,Plan,8,128
Rúgula,28,128,8,Siembra,8,128
Rúgula,28,128,8,Trasplante,8,128
Rúgula,28,128,8,Plan,9,128
Rúgula,28,128,8,Siembra,9,128
Rúgula,28,128,8,Trasplante,9,128
Rúgula,28,128,8,Plan,10,128
Rúgula,28,128,8,Siembra,10,128
Rúgula,28,128,8,Trasplante,10,128
Rúgula,28,128,8,Plan,11,128
Rúgula,28,128,8,Siembra,11,127
Rúgula,28,128,8,Trasplante,11,127
Rúgula,28,128,8,Plan,12,128
Rúgula,28,128,8,Siembra,12,118
Rúgula,28,128,8,Trasplante,12,118
Rúgula,28,128,8,Plan,13,128
Rúgula,28,128,8,Siembra,13,128
Rúgula,28,128,8,Trasplante,13,128
Rúgula,28,128,8,Plan,14,128
Rúgula,28,128,8,Siembra,14,112
Rúgula,28,128,8,Trasplante,14,112
Rúgula,28,128,8,Plan,15,128
Rúgula,28,128,8,Siembra,15,NA
Rúgula,28,128,8,Trasplante,15,0
Rúgula,28,128,8,Plan,16,128
Rúgula,28,128,8,Siembra,16,120
Rúgula,28,128,8,Trasplante,16,120
Rúgula,28,128,8,Plan,17,128
Rúgula,28,128,8,Siembra,17,122
Rúgula,28,128,8,Trasplante,17,122
Rúgula,28,128,8,Plan,18,128
Rúgula,28,128,8,Siembra,18,128
Rúgula,28,128,8,Trasplante,18,128
Rúgula,28,128,8,Plan,19,128
Rúgula,28,128,8,Siembra,19,128
Rúgula,28,128,8,Trasplante,19,128
Rúgula,28,128,8,Plan,20,128
Rúgula,28,128,8,Siembra,20,128
Rúgula,28,128,8,Trasplante,20,128
Rúgula,28,128,8,Plan,21,128
Rúgula,28,128,8,Siembra,21,128
Rúgula,28,128,8,Trasplante,21,128
Rúgula,28,128,8,Plan,22,128
Rúgula,28,128,8,Siembra,22,128
Rúgula,28,128,8,Trasplante,22,128
Rúgula,28,128,8,Plan,23,128
Rúgula,28,128,8,Siembra,23,NA
Rúgula,28,128,8,Trasplante,23,128
Rúgula,28,128,8,Plan,24,128
Rúgula,28,128,8,Siembra,24,NA
Rúgula,28,128,8,Trasplante,24,128
Rúgula,28,128,8,Plan,25,128
Rúgula,28,128,8,Siembra,25,NA
Rúgula,28,128,8,Trasplante,25,NA
Rúgula,28,128,8,Plan,26,128
Rúgula,28,128,8,Siembra,26,NA
Rúgula,28,128,8,Trasplante,26,NA
Rúgula,28,128,8,Plan,27,128
Rúgula,28,128,8,Siembra,27,NA
Rúgula,28,128,8,Trasplante,27,NA
Rúgula,28,128,8,Plan,28,NA
Rúgula,28,128,8,Siembra,28,NA
Rúgula,28,128,8,Trasplante,28,NA
Rúgula,28,128,8,Plan,29,NA
Rúgula,28,128,8,Siembra,29,NA
Rúgula,28,128,8,Trasplante,29,NA
Rúgula,28,128,8,Plan,30,NA
Rúgula,28,128,8,Siembra,30,NA
Rúgula,28,128,8,Trasplante,30,NA
Rúgula,28,128,8,Plan,31,NA
Rúgula,28,128,8,Siembra,31,NA
Rúgula,28,128,8,Trasplante,31,NA
Rúgula,28,128,8,Plan,32,NA
Rúgula,28,128,8,Siembra,32,NA
Rúgula,28,128,8,Trasplante,32,NA
Rúgula,28,128,8,Plan,33,NA
Rúgula,28,128,8,Siembra,33,NA
Rúgula,28,128,8,Trasplante,33,NA
Rúgula,28,128,8,Plan,34,NA
Rúgula,28,128,8,Siembra,34,NA
Rúgula,28,128,8,Trasplante,34,NA
Rúgula,28,128,8,Plan,35,NA
Rúgula,28,128,8,Siembra,35,NA
Rúgula,28,128,8,Trasplante,35,NA
Rúgula,28,128,8,Plan,36,NA
Rúgula,28,128,8,Siembra,36,NA
Rúgula,28,128,8,Trasplante,36,NA
Rúgula,28,128,8,Plan,37,NA
Rúgula,28,128,8,Siembra,37,NA
Rúgula,28,128,8,Trasplante,37,NA
Rúgula,28,128,8,Plan,38,NA
Rúgula,28,128,8,Siembra,38,NA
Rúgula,28,128,8,Trasplante,38,NA
Rúgula,28,128,8,Plan,39,NA
Rúgula,28,128,8,Siembra,39,NA
Rúgula,28,128,8,Trasplante,39,NA
Rúgula,28,128,8,Plan,40,NA
Rúgula,28,128,8,Siembra,40,NA
Rúgula,28,128,8,Trasplante,40,NA
Rúgula,28,128,8,Plan,41,NA
Rúgula,28,128,8,Siembra,41,NA
Rúgula,28,128,8,Trasplante,41,NA
Rúgula,28,128,8,Plan,42,NA
Rúgula,28,128,8,Siembra,42,NA
Rúgula,28,128,8,Trasplante,42,NA
Rúgula,28,128,8,Plan,43,NA
Rúgula,28,128,8,Siembra,43,NA
Rúgula,28,128,8,Trasplante,43,NA
Rúgula,28,128,8,Plan,44,NA
Rúgula,28,128,8,Siembra,44,NA
Rúgula,28,128,8,Trasplante,44,NA
Rúgula,28,128,8,Plan,45,NA
Rúgula,28,128,8,Siembra,45,NA
Rúgula,28,128,8,Trasplante,45,NA
Rúgula,28,128,8,Plan,46,NA
Rúgula,28,128,8,Siembra,46,NA
Rúgula,28,128,8,Trasplante,46,NA
Rúgula,28,128,8,Plan,47,NA
Rúgula,28,128,8,Siembra,47,NA
Rúgula,28,128,8,Trasplante,47,NA
Rúgula,28,128,8,Plan,48,NA
Rúgula,28,128,8,Siembra,48,NA
Rúgula,28,128,8,Trasplante,48,NA
Rúgula,28,128,8,Plan,49,NA
Rúgula,28,128,8,Siembra,49,NA
Rúgula,28,128,8,Trasplante,49,NA
Rúgula,28,128,8,Plan,50,NA
Rúgula,28,128,8,Siembra,50,NA
Rúgula,28,128,8,Trasplante,50,NA
Rúgula,28,128,8,Plan,51,NA
Rúgula,28,128,8,Siembra,51,NA
Rúgula,28,128,8,Trasplante,51,NA
Rúgula,28,128,8,Plan,52,NA
Rúgula,28,128,8,Siembra,52,NA
Rúgula,28,128,8,Trasplante,52,NA
Apio,28,128,NA,Plan,6,0
Apio,28,128,NA,Siembra,6,NA
Apio,28,128,NA,Trasplante,6,NA
Apio,28,128,NA,Plan,7,0
Apio,28,128,NA,Siembra,7,NA
Apio,28,128,NA,Trasplante,7,NA
Apio,28,128,NA,Plan,8,0
Apio,28,128,NA,Siembra,8,NA
Apio,28,128,NA,Trasplante,8,NA
Apio,28,128,NA,Plan,9,0
Apio,28,128,NA,Siembra,9,NA
Apio,28,128,NA,Trasplante,9,NA
Apio,28,128,NA,Plan,10,0
Apio,28,128,NA,Siembra,10,NA
Apio,28,128,NA,Trasplante,10,NA
Apio,28,128,NA,Plan,11,0
Apio,28,128,NA,Siembra,11,NA
Apio,28,128,NA,Trasplante,11,NA
Apio,28,128,NA,Plan,12,0
Apio,28,128,NA,Siembra,12,NA
Apio,28,128,NA,Trasplante,12,NA
Apio,28,128,NA,Plan,13,0
Apio,28,128,NA,Siembra,13,NA
Apio,28,128,NA,Trasplante,13,NA
Apio,28,128,NA,Plan,14,0
Apio,28,128,NA,Siembra,14,NA
Apio,28,128,NA,Trasplante,14,NA
Apio,28,128,NA,Plan,15,0
Apio,28,128,NA,Siembra,15,NA
Apio,28,128,NA,Trasplante,15,0
Apio,28,128,NA,Plan,16,0
Apio,28,128,NA,Siembra,16,NA
Apio,28,128,NA,Trasplante,16,NA
Apio,28,128,NA,Plan,17,0
Apio,28,128,NA,Siembra,17,NA
Apio,28,128,NA,Trasplante,17,NA
Apio,28,128,NA,Plan,18,0
Apio,28,128,NA,Siembra,18,NA
Apio,28,128,NA,Trasplante,18,NA
Apio,28,128,NA,Plan,19,0
Apio,28,128,NA,Siembra,19,0
Apio,28,128,NA,Trasplante,19,0
Apio,28,128,NA,Plan,20,0
Apio,28,128,NA,Siembra,20,0
Apio,28,128,NA,Trasplante,20,0
Apio,28,128,NA,Plan,21,0
Apio,28,128,NA,Siembra,21,0
Apio,28,128,NA,Trasplante,21,0
Apio,28,128,NA,Plan,22,0
Apio,28,128,NA,Siembra,22,0
Apio,28,128,NA,Trasplante,22,0
Apio,28,128,NA,Plan,23,0
Apio,28,128,NA,Siembra,23,NA
Apio,28,128,NA,Trasplante,23,0
Apio,28,128,NA,Plan,24,0
Apio,28,128,NA,Siembra,24,NA
Apio,28,128,NA,Trasplante,24,0
Apio,28,128,NA,Plan,25,0
Apio,28,128,NA,Siembra,25,NA
Apio,28,128,NA,Trasplante,25,NA
Apio,28,128,NA,Plan,26,0
Apio,28,128,NA,Siembra,26,NA
Apio,28,128,NA,Trasplante,26,NA
Apio,28,128,NA,Plan,27,0
Apio,28,128,NA,Siembra,27,NA
Apio,28,128,NA,Trasplante,27,NA
Apio,28,128,NA,Plan,28,NA
Apio,28,128,NA,Siembra,28,NA
Apio,28,128,NA,Trasplante,28,NA
Apio,28,128,NA,Plan,29,NA
Apio,28,128,NA,Siembra,29,NA
Apio,28,128,NA,Trasplante,29,NA
Apio,28,128,NA,Plan,30,NA
Apio,28,128,NA,Siembra,30,NA
Apio,28,128,NA,Trasplante,30,NA
Apio,28,128,NA,Plan,31,NA
Apio,28,128,NA,Siembra,31,NA
Apio,28,128,NA,Trasplante,31,NA
Apio,28,128,NA,Plan,32,NA
Apio,28,128,NA,Siembra,32,NA
Apio,28,128,NA,Trasplante,32,NA
Apio,28,128,NA,Plan,33,NA
Apio,28,128,NA,Siembra,33,NA
Apio,28,128,NA,Trasplante,33,NA
Apio,28,128,NA,Plan,34,NA
Apio,28,128,NA,Siembra,34,NA
Apio,28,128,NA,Trasplante,34,NA
Apio,28,128,NA,Plan,35,NA
Apio,28,128,NA,Siembra,35,NA
Apio,28,128,NA,Trasplante,35,NA
Apio,28,128,NA,Plan,36,NA
Apio,28,128,NA,Siembra,36,NA
Apio,28,128,NA,Trasplante,36,NA
Apio,28,128,NA,Plan,37,NA
Apio,28,128,NA,Siembra,37,NA
Apio,28,128,NA,Trasplante,37,NA
Apio,28,128,NA,Plan,38,NA
Apio,28,128,NA,Siembra,38,NA
Apio,28,128,NA,Trasplante,38,NA
Apio,28,128,NA,Plan,39,NA
Apio,28,128,NA,Siembra,39,NA
Apio,28,128,NA,Trasplante,39,NA
Apio,28,128,NA,Plan,40,NA
Apio,28,128,NA,Siembra,40,NA
Apio,28,128,NA,Trasplante,40,NA
Apio,28,128,NA,Plan,41,NA
Apio,28,128,NA,Siembra,41,NA
Apio,28,128,NA,Trasplante,41,NA
Apio,28,128,NA,Plan,42,NA
Apio,28,128,NA,Siembra,42,NA
Apio,28,128,NA,Trasplante,42,NA
Apio,28,128,NA,Plan,43,NA
Apio,28,128,NA,Siembra,43,NA
Apio,28,128,NA,Trasplante,43,NA
Apio,28,128,NA,Plan,44,NA
Apio,28,128,NA,Siembra,44,NA
Apio,28,128,NA,Trasplante,44,NA
Apio,28,128,NA,Plan,45,NA
Apio,28,128,NA,Siembra,45,NA
Apio,28,128,NA,Trasplante,45,NA
Apio,28,128,NA,Plan,46,NA
Apio,28,128,NA,Siembra,46,NA
Apio,28,128,NA,Trasplante,46,NA
Apio,28,128,NA,Plan,47,NA
Apio,28,128,NA,Siembra,47,NA
Apio,28,128,NA,Trasplante,47,NA
Apio,28,128,NA,Plan,48,NA
Apio,28,128,NA,Siembra,48,NA
Apio,28,128,NA,Trasplante,48,NA
Apio,28,128,NA,Plan,49,NA
Apio,28,128,NA,Siembra,49,NA
Apio,28,128,NA,Trasplante,49,NA
Apio,28,128,NA,Plan,50,NA
Apio,28,128,NA,Siembra,50,NA
Apio,28,128,NA,Trasplante,50,NA
Apio,28,128,NA,Plan,51,NA
Apio,28,128,NA,Siembra,51,NA
Apio,28,128,NA,Trasplante,51,NA
Apio,28,128,NA,Plan,52,NA
Apio,28,128,NA,Siembra,52,NA
Apio,28,128,NA,Trasplante,52,NA
Perejil liso,28,128,5,Plan,6,128
Perejil liso,28,128,5,Siembra,6,120
Perejil liso,28,128,5,Trasplante,6,120
Perejil liso,28,128,5,Plan,7,128
Perejil liso,28,128,5,Siembra,7,128
Perejil liso,28,128,5,Trasplante,7,128
Perejil liso,28,128,5,Plan,8,128
Perejil liso,28,128,5,Siembra,8,0
Perejil liso,28,128,5,Trasplante,8,0
Perejil liso,28,128,5,Plan,9,128
Perejil liso,28,128,5,Siembra,9,128
Perejil liso,28,128,5,Trasplante,9,128
Perejil liso,28,128,5,Plan,10,128
Perejil liso,28,128,5,Siembra,10,0
Perejil liso,28,128,5,Trasplante,10,0
Perejil liso,28,128,5,Plan,11,128
Perejil liso,28,128,5,Siembra,11,128
Perejil liso,28,128,5,Trasplante,11,128
Perejil liso,28,128,5,Plan,12,128
Perejil liso,28,128,5,Siembra,12,128
Perejil liso,28,128,5,Trasplante,12,128
Perejil liso,28,128,5,Plan,13,128
Perejil liso,28,128,5,Siembra,13,0
Perejil liso,28,128,5,Trasplante,13,0
Perejil liso,28,128,5,Plan,14,128
Perejil liso,28,128,5,Siembra,14,97
Perejil liso,28,128,5,Trasplante,14,97
Perejil liso,28,128,5,Plan,15,128
Perejil liso,28,128,5,Siembra,15,NA
Perejil liso,28,128,5,Trasplante,15,0
Perejil liso,28,128,5,Plan,16,128
Perejil liso,28,128,5,Siembra,16,100
Perejil liso,28,128,5,Trasplante,16,100
Perejil liso,28,128,5,Plan,17,128
Perejil liso,28,128,5,Siembra,17,106
Perejil liso,28,128,5,Trasplante,17,106
Perejil liso,28,128,5,Plan,18,128
Perejil liso,28,128,5,Siembra,18,128
Perejil liso,28,128,5,Trasplante,18,128
Perejil liso,28,128,5,Plan,19,128
Perejil liso,28,128,5,Siembra,19,128
Perejil liso,28,128,5,Trasplante,19,128
Perejil liso,28,128,5,Plan,20,128
Perejil liso,28,128,5,Siembra,20,128
Perejil liso,28,128,5,Trasplante,20,128
Perejil liso,28,128,5,Plan,21,128
Perejil liso,28,128,5,Siembra,21,128
Perejil liso,28,128,5,Trasplante,21,128
Perejil liso,28,128,5,Plan,22,128
Perejil liso,28,128,5,Siembra,22,128
Perejil liso,28,128,5,Trasplante,22,128
Perejil liso,28,128,5,Plan,23,128
Perejil liso,28,128,5,Siembra,23,NA
Perejil liso,28,128,5,Trasplante,23,128
Perejil liso,28,128,5,Plan,24,128
Perejil liso,28,128,5,Siembra,24,NA
Perejil liso,28,128,5,Trasplante,24,128
Perejil liso,28,128,5,Plan,25,128
Perejil liso,28,128,5,Siembra,25,NA
Perejil liso,28,128,5,Trasplante,25,NA
Perejil liso,28,128,5,Plan,26,128
Perejil liso,28,128,5,Siembra,26,NA
Perejil liso,28,128,5,Trasplante,26,NA
Perejil liso,28,128,5,Plan,27,128
Perejil liso,28,128,5,Siembra,27,NA
Perejil liso,28,128,5,Trasplante,27,NA
Perejil liso,28,128,5,Plan,28,NA
Perejil liso,28,128,5,Siembra,28,NA
Perejil liso,28,128,5,Trasplante,28,NA
Perejil liso,28,128,5,Plan,29,NA
Perejil liso,28,128,5,Siembra,29,NA
Perejil liso,28,128,5,Trasplante,29,NA
Perejil liso,28,128,5,Plan,30,NA
Perejil liso,28,128,5,Siembra,30,NA
Perejil liso,28,128,5,Trasplante,30,NA
Perejil liso,28,128,5,Plan,31,NA
Perejil liso,28,128,5,Siembra,31,NA
Perejil liso,28,128,5,Trasplante,31,NA
Perejil liso,28,128,5,Plan,32,NA
Perejil liso,28,128,5,Siembra,32,NA
Perejil liso,28,128,5,Trasplante,32,NA
Perejil liso,28,128,5,Plan,33,NA
Perejil liso,28,128,5,Siembra,33,NA
Perejil liso,28,128,5,Trasplante,33,NA
Perejil liso,28,128,5,Plan,34,NA
Perejil liso,28,128,5,Siembra,34,NA
Perejil liso,28,128,5,Trasplante,34,NA
Perejil liso,28,128,5,Plan,35,NA
Perejil liso,28,128,5,Siembra,35,NA
Perejil liso,28,128,5,Trasplante,35,NA
Perejil liso,28,128,5,Plan,36,NA
Perejil liso,28,128,5,Siembra,36,NA
Perejil liso,28,128,5,Trasplante,36,NA
Perejil liso,28,128,5,Plan,37,NA
Perejil liso,28,128,5,Siembra,37,NA
Perejil liso,28,128,5,Trasplante,37,NA
Perejil liso,28,128,5,Plan,38,NA
Perejil liso,28,128,5,Siembra,38,NA
Perejil liso,28,128,5,Trasplante,38,NA
Perejil liso,28,128,5,Plan,39,NA
Perejil liso,28,128,5,Siembra,39,NA
Perejil liso,28,128,5,Trasplante,39,NA
Perejil liso,28,128,5,Plan,40,NA
Perejil liso,28,128,5,Siembra,40,NA
Perejil liso,28,128,5,Trasplante,40,NA
Perejil liso,28,128,5,Plan,41,NA
Perejil liso,28,128,5,Siembra,41,NA
Perejil liso,28,128,5,Trasplante,41,NA
Perejil liso,28,128,5,Plan,42,NA
Perejil liso,28,128,5,Siembra,42,NA
Perejil liso,28,128,5,Trasplante,42,NA
Perejil liso,28,128,5,Plan,43,NA
Perejil liso,28,128,5,Siembra,43,NA
Perejil liso,28,128,5,Trasplante,43,NA
Perejil liso,28,128,5,Plan,44,NA
Perejil liso,28,128,5,Siembra,44,NA
Perejil liso,28,128,5,Trasplante,44,NA
Perejil liso,28,128,5,Plan,45,NA
Perejil liso,28,128,5,Siembra,45,NA
Perejil liso,28,128,5,Trasplante,45,NA
Perejil liso,28,128,5,Plan,46,NA
Perejil liso,28,128,5,Siembra,46,NA
Perejil liso,28,128,5,Trasplante,46,NA
Perejil liso,28,128,5,Plan,47,NA
Perejil liso,28,128,5,Siembra,47,NA
Perejil liso,28,128,5,Trasplante,47,NA
Perejil liso,28,128,5,Plan,48,NA
Perejil liso,28,128,5,Siembra,48,NA
Perejil liso,28,128,5,Trasplante,48,NA
Perejil liso,28,128,5,Plan,49,NA
Perejil liso,28,128,5,Siembra,49,NA
Perejil liso,28,128,5,Trasplante,49,NA
Perejil liso,28,128,5,Plan,50,NA
Perejil liso,28,128,5,Siembra,50,NA
Perejil liso,28,128,5,Trasplante,50,NA
Perejil liso,28,128,5,Plan,51,NA
Perejil liso,28,128,5,Siembra,51,NA
Perejil liso,28,128,5,Trasplante,51,NA
Perejil liso,28,128,5,Plan,52,NA
Perejil liso,28,128,5,Siembra,52,NA
Perejil liso,28,128,5,Trasplante,52,NA
Perejil crespo,28,128,5,Plan,6,64
Perejil crespo,28,128,5,Siembra,6,60
Perejil crespo,28,128,5,Trasplante,6,60
Perejil crespo,28,128,5,Plan,7,64
Perejil crespo,28,128,5,Siembra,7,64
Perejil crespo,28,128,5,Trasplante,7,64
