CULTIVO,Tiempo en semillero,Tipo de bandeja,Tiempo a cosecha,Estado,Semana,Cantidad
Cogollitos  tudela verde,28,128,8,Plan,26,64
Cogollitos  tudela verde,28,128,8,Siembra,26,NA
Cogollitos  tudela verde,28,128,8,Trasplante,26,NA
Cogollitos  tudela verde,28,128,8,Plan,27,64
Cogollitos  tudela verde,28,128,8,Siembra,27,NA
Cogollitos  tudela verde,28,128,8,Trasplante,27,NA
Cogollitos  tudela verde,28,128,8,Plan,28,NA
Cogollitos  tudela verde,28,128,8,Siembra,28,NA
Cogollitos  tudela verde,28,128,8,Trasplante,28,NA
Cogollitos  tudela verde,28,128,8,Plan,29,NA
Cogollitos  tudela verde,28,128,8,Siembra,29,NA
Cogollitos  tudela verde,28,128,8,Trasplante,29,NA
Cogollitos  tudela verde,28,128,8,Plan,30,NA
Cogollitos  tudela verde,28,128,8,Siembra,30,NA
Cogollitos  tudela verde,28,128,8,Trasplante,30,NA
Cogollitos  tudela verde,28,128,8,Plan,31,NA
Cogollitos  tudela verde,28,128,8,Siembra,31,NA
Cogollitos  tudela verde,28,128,8,Trasplante,31,NA
Cogollitos  tudela verde,28,128,8,Plan,32,NA
Cogollitos  tudela verde,28,128,8,Siembra,32,NA
Cogollitos  tudela verde,28,128,8,Trasplante,32,NA
Cogollitos  tudela verde,28,128,8,Plan,33,NA
Cogollitos  tudela verde,28,128,8,Siembra,33,NA
Cogollitos  tudela verde,28,128,8,Trasplante,33,NA
Cogollitos  tudela verde,28,128,8,Plan,34,NA
Cogollitos  tudela verde,28,128,8,Siembra,34,NA
Cogollitos  tudela verde,28,128,8,Trasplante,34,NA
Cogollitos  tudela verde,28,128,8,Plan,35,NA
Cogollitos  tudela verde,28,128,8,Siembra,35,NA
Cogollitos  tudela verde,28,128,8,Trasplante,35,NA
Cogollitos  tudela verde,28,128,8,Plan,36,NA
Cogollitos  tudela verde,28,128,8,Siembra,36,NA
Cogollitos  tudela verde,28,128,8,Trasplante,36,NA
Cogollitos  tudela verde,28,128,8,Plan,37,NA
Cogollitos  tudela verde,28,128,8,Siembra,37,NA
Cogollitos  tudela verde,28,128,8,Trasplante,37,NA
Cogollitos  tudela verde,28,128,8,Plan,38,NA
Cogollitos  tudela verde,28,128,8,Siembra,38,NA
Cogollitos  tudela verde,28,128,8,Trasplante,38,NA
Cogollitos  tudela verde,28,128,8,Plan,39,NA
Cogollitos  tudela verde,28,128,8,Siembra,39,NA
Cogollitos  tudela verde,28,128,8,Trasplante,39,NA
Cogollitos  tudela verde,28,128,8,Plan,40,NA
Cogollitos  tudela verde,28,128,8,Siembra,40,NA
Cogollitos  tudela verde,28,128,8,Trasplante,40,NA
Cogollitos  tudela verde,28,128,8,Plan,41,NA
Cogollitos  tudela verde,28,128,8,Siembra,41,NA
Cogollitos  tudela verde,28,128,8,Trasplante,41,NA
Cogollitos  tudela verde,28,128,8,Plan,42,NA
Cogollitos  tudela verde,28,128,8,Siembra,42,NA
Cogollitos  tudela verde,28,128,8,Trasplante,42,NA
Cogollitos  tudela verde,28,128,8,Plan,43,NA
Cogollitos  tudela verde,28,128,8,Siembra,43,NA
Cogollitos  tudela verde,28,128,8,Trasplante,43,NA
Cogollitos  tudela verde,28,128,8,Plan,44,NA
Cogollitos  tudela verde,28,128,8,Siembra,44,NA
Cogollitos  tudela verde,28,128,8,Trasplante,44,NA
Cogollitos  tudela verde,28,128,8,Plan,45,NA
Cogollitos  tudela verde,28,128,8,Siembra,45,NA
Cogollitos  tudela verde,28,128,8,Trasplante,45,NA
Cogollitos  tudela verde,28,128,8,Plan,46,NA
Cogollitos  tudela verde,28,128,8,Siembra,46,NA
Cogollitos  tudela verde,28,128,8,Trasplante,46,NA
Cogollitos  tudela verde,28,128,8,Plan,47,NA
Cogollitos  tudela verde,28,128,8,Siembra,47,NA
Cogollitos  tudela verde,28,128,8,Trasplante,47,NA
Cogollitos  tudela verde,28,128,8,Plan,48,NA
Cogollitos  tudela verde,28,128,8,Siembra,48,NA
Cogollitos  tudela verde,28,128,8,Trasplante,48,NA
Cogollitos  tudela verde,28,128,8,Plan,49,NA
Cogollitos  tudela verde,28,128,8,Siembra,49,NA
Cogollitos  tudela verde,28,128,8,Trasplante,49,NA
Cogollitos  tudela verde,28,128,8,Plan,50,NA
Cogollitos  tudela verde,28,128,8,Siembra,50,NA
Cogollitos  tudela verde,28,128,8,Trasplante,50,NA
Cogollitos  tudela verde,28,128,8,Plan,51,NA
Cogollitos  tudela verde,28,128,8,Siembra,51,NA
Cogollitos  tudela verde,28,128,8,Trasplante,51,NA
Cogollitos  tudela verde,28,128,8,Plan,52,NA
Cogollitos  tudela verde,28,128,8,Siembra,52,NA
Cogollitos  tudela verde,28,128,8,Trasplante,52,NA
Cogollitos tudela morado,28,128,8,Plan,6,64
Cogollitos tudela morado,28,128,8,Siembra,6,64
Cogollitos tudela morado,28,128,8,Trasplante,6,64
Cogollitos tudela morado,28,128,8,Plan,7,64
Cogollitos tudela morado,28,128,8,Siembra,7,64
Cogollitos tudela morado,28,128,8,Trasplante,7,64
Cogollitos tudela morado,28,128,8,Plan,8,64
Cogollitos tudela morado,28,128,8,Siembra,8,64
Cogollitos tudela morado,28,128,8,Trasplante,8,64
Cogollitos tudela morado,28,128,8,Plan,9,64
Cogollitos tudela morado,28,128,8,Siembra,9,64
Cogollitos tudela morado,28,128,8,Trasplante,9,64
Cogollitos tudela morado,28,128,8,Plan,10,64
Cogollitos tudela morado,28,128,8,Siembra,10,64
Cogollitos tudela morado,28,128,8,Trasplante,10,64
Cogollitos tudela morado,28,128,8,Plan,11,64
Cogollitos tudela morado,28,128,8,Siembra,11,64
Cogollitos tudela morado,28,128,8,Trasplante,11,64
Cogollitos tudela morado,28,128,8,Plan,12,64
Cogollitos tudela morado,28,128,8,Siembra,12,64
Cogollitos tudela morado,28,128,8,Trasplante,12,64
Cogollitos tudela morado,28,128,8,Plan,13,64
Cogollitos tudela morado,28,128,8,Siembra,13,70
Cogollitos tudela morado,28,128,8,Trasplante,13,70
Cogollitos tudela morado,28,128,8,Plan,14,64
Cogollitos tudela morado,28,128,8,Siembra,14,64
Cogollitos tudela morado,28,128,8,Trasplante,14,64
Cogollitos tudela morado,28,128,8,Plan,15,64
Cogollitos tudela morado,28,128,8,Siembra,15,NA
Cogollitos tudela morado,28,128,8,Trasplante,15,0
Cogollitos tudela morado,28,128,8,Plan,16,64
Cogollitos tudela morado,28,128,8,Siembra,16,64
Cogollitos tudela morado,28,128,8,Trasplante,16,64
Cogollitos tudela morado,28,128,8,Plan,17,64
Cogollitos tudela morado,28,128,8,Siembra,17,64
Cogollitos tudela morado,28,128,8,Trasplante,17,64
Cogollitos tudela morado,28,128,8,Plan,18,64
Cogollitos tudela morado,28,128,8,Siembra,18,64
Cogollitos tudela morado,28,128,8,Trasplante,18,64
Cogollitos tudela morado,28,128,8,Plan,19,64
Cogollitos tudela morado,28,128,8,Siembra,19,64
Cogollitos tudela morado,28,128,8,Trasplante,19,64
Cogollitos tudela morado,28,128,8,Plan,20,64
Cogollitos tudela morado,28,128,8,Siembra,20,64
Cogollitos tudela morado,28,128,8,Trasplante,20,64
Cogollitos tudela morado,28,128,8,Plan,21,64
Cogollitos tudela morado,28,128,8,Siembra,21,64
Cogollitos tudela morado,28,128,8,Trasplante,21,64
Cogollitos tudela morado,28,128,8,Plan,22,64
Cogollitos tudela morado,28,128,8,Siembra,22,64
Cogollitos tudela morado,28,128,8,Trasplante,22,64
Cogollitos tudela morado,28,128,8,Plan,23,64
Cogollitos tudela morado,28,128,8,Siembra,23,NA
Cogollitos tudela morado,28,128,8,Trasplante,23,64
Cogollitos tudela morado,28,128,8,Plan,24,64
Cogollitos tudela morado,28,128,8,Siembra,24,NA
Cogollitos tudela morado,28,128,8,Trasplante,24,64
Cogollitos tudela morado,28,128,8,Plan,25,64
Cogollitos tudela morado,28,128,8,Siembra,25,NA
Cogollitos tudela morado,28,128,8,Trasplante,25,NA
Cogollitos tudela morado,28,128,8,Plan,26,64
Cogollitos tudela morado,28,128,8,Siembra,26,NA
Cogollitos tudela morado,28,128,8,Trasplante,26,NA
Cogollitos tudela morado,28,128,8,Plan,27,64
Cogollitos tudela morado,28,128,8,Siembra,27,NA
Cogollitos tudela morado,28,128,8,Trasplante,27,NA
Cogollitos tudela morado,28,128,8,Plan,28,NA
Cogollitos tudela morado,28,128,8,Siembra,28,NA
Cogollitos tudela morado,28,128,8,Trasplante,28,NA
Cogollitos tudela morado,28,128,8,Plan,29,NA
Cogollitos tudela morado,28,128,8,Siembra,29,NA
Cogollitos tudela morado,28,128,8,Trasplante,29,NA
Cogollitos tudela morado,28,128,8,Plan,30,NA
Cogollitos tudela morado,28,128,8,Siembra,30,NA
Cogollitos tudela morado,28,128,8,Trasplante,30,NA
Cogollitos tudela morado,28,128,8,Plan,31,NA
Cogollitos tudela morado,28,128,8,Siembra,31,NA
Cogollitos tudela morado,28,128,8,Trasplante,31,NA
Cogollitos tudela morado,28,128,8,Plan,32,NA
Cogollitos tudela morado,28,128,8,Siembra,32,NA
Cogollitos tudela morado,28,128,8,Trasplante,32,NA
Cogollitos tudela morado,28,128,8,Plan,33,NA
Cogollitos tudela morado,28,128,8,Siembra,33,NA
Cogollitos tudela morado,28,128,8,Trasplante,33,NA
Cogollitos tudela morado,28,128,8,Plan,34,NA
Cogollitos tudela morado,28,128,8,Siembra,34,NA
Cogollitos tudela morado,28,128,8,Trasplante,34,NA
Cogollitos tudela morado,28,128,8,Plan,35,NA
Cogollitos tudela morado,28,128,8,Siembra,35,NA
Cogollitos tudela morado,28,128,8,Trasplante,35,NA
Cogollitos tudela morado,28,128,8,Plan,36,NA
Cogollitos tudela morado,28,128,8,Siembra,36,NA
Cogollitos tudela morado,28,128,8,Trasplante,36,NA
Cogollitos tudela morado,28,128,8,Plan,37,NA
Cogollitos tudela morado,28,128,8,Siembra,37,NA
Cogollitos tudela morado,28,128,8,Trasplante,37,NA
Cogollitos tudela morado,28,128,8,Plan,38,NA
Cogollitos tudela morado,28,128,8,Siembra,38,NA
Cogollitos tudela morado,28,128,8,Trasplante,38,NA
Cogollitos tudela morado,28,128,8,Plan,39,NA
Cogollitos tudela morado,28,128,8,Siembra,39,NA
Cogollitos tudela morado,28,128,8,Trasplante,39,NA
Cogollitos tudela morado,28,128,8,Plan,40,NA
Cogollitos tudela morado,28,128,8,Siembra,40,NA
Cogollitos tudela morado,28,128,8,Trasplante,40,NA
Cogollitos tudela morado,28,128,8,Plan,41,NA
Cogollitos tudela morado,28,128,8,Siembra,41,NA
Cogollitos tudela morado,28,128,8,Trasplante,41,NA
Cogollitos tudela morado,28,128,8,Plan,42,NA
Cogollitos tudela morado,28,128,8,Siembra,42,NA
Cogollitos tudela morado,28,128,8,Trasplante,42,NA
Cogollitos tudela morado,28,128,8,Plan,43,NA
Cogollitos tudela morado,28,128,8,Siembra,43,NA
Cogollitos tudela morado,28,128,8,Trasplante,43,NA
Cogollitos tudela morado,28,128,8,Plan,44,NA
Cogollitos tudela morado,28,128,8,Siembra,44,NA
Cogollitos tudela morado,28,128,8,Trasplante,44,NA
Cogollitos tudela morado,28,128,8,Plan,45,NA
Cogollitos tudela morado,28,128,8,Siembra,45,NA
Cogollitos tudela morado,28,128,8,Trasplante,45,NA
Cogollitos tudela morado,28,128,8,Plan,46,NA
Cogollitos tudela morado,28,128,8,Siembra,46,NA
Cogollitos tudela morado,28,128,8,Trasplante,46,NA
Cogollitos tudela morado,28,128,8,Plan,47,NA
Cogollitos tudela morado,28,128,8,Siembra,47,NA
Cogollitos tudela morado,28,128,8,Trasplante,47,NA
Cogollitos tudela morado,28,128,8,Plan,48,NA
Cogollitos tudela morado,28,128,8,Siembra,48,NA
Cogollitos tudela morado,28,128,8,Trasplante,48,NA
Cogollitos tudela morado,28,128,8,Plan,49,NA
Cogollitos tudela morado,28,128,8,Siembra,49,NA
Cogollitos tudela morado,28,128,8,Trasplante,49,NA
Cogollitos tudela morado,28,128,8,Plan,50,NA
Cogollitos tudela morado,28,128,8,Siembra,50,NA
Cogollitos tudela morado,28,128,8,Trasplante,50,NA
Cogollitos tudela morado,28,128,8,Plan,51,NA
Cogollitos tudela morado,28,128,8,Siembra,51,NA
Cogollitos tudela morado,28,128,8,Trasplante,51,NA
Cogollitos tudela morado,28,128,8,Plan,52,NA
Cogollitos tudela morado,28,128,8,Siembra,52,NA
Cogollitos tudela morado,28,128,8,Trasplante,52,NA
4 variedades,28,128,8,Plan,6,64
4 variedades,28,128,8,Siembra,6,64
4 variedades,28,128,8,Trasplante,6,64
4 variedades,28,128,8,Plan,7,64
4 variedades,28,128,8,Siembra,7,64
4 variedades,28,128,8,Trasplante,7,64
4 variedades,28,128,8,Plan,8,64
4 variedades,28,128,8,Siembra,8,64
4 variedades,28,128,8,Trasplante,8,64
4 variedades,28,128,8,Plan,9,64
4 variedades,28,128,8,Siembra,9,64
4 variedades,28,128,8,Trasplante,9,64
4 variedades,28,128,8,Plan,10,64
4 variedades,28,128,8,Siembra,10,56
4 variedades,28,128,8,Trasplante,10,56
4 variedades,28,128,8,Plan,11,64
4 variedades,28,128,8,Siembra,11,64
4 variedades,28,128,8,Trasplante,11,64
4 variedades,28,128,8,Plan,12,64
4 variedades,28,128,8,Siembra,12,64
4 variedades,28,128,8,Trasplante,12,64
4 variedades,28,128,8,Plan,13,64
4 variedades,28,128,8,Siembra,13,64
4 variedades,28,128,8,Trasplante,13,64
4 variedades,28,128,8,Plan,14,64
4 variedades,28,128,8,Siembra,14,64
4 variedades,28,128,8,Trasplante,14,64
4 variedades,28,128,8,Plan,15,64
4 variedades,28,128,8,Siembra,15,NA
4 variedades,28,128,8,Trasplante,15,0
4 variedades,28,128,8,Plan,16,64
4 variedades,28,128,8,Siembra,16,64
4 variedades,28,128,8,Trasplante,16,64
4 variedades,28,128,8,Plan,17,64
4 variedades,28,128,8,Siembra,17,64
4 variedades,28,128,8,Trasplante,17,64
4 variedades,28,128,8,Plan,18,64
4 variedades,28,128,8,Siembra,18,64
4 variedades,28,128,8,Trasplante,18,64
4 variedades,28,128,8,Plan,19,64
4 variedades,28,128,8,Siembra,19,64
4 variedades,28,128,8,Trasplante,19,48
4 variedades,28,128,8,Plan,20,64
4 variedades,28,128,8,Siembra,20,64
4 variedades,28,128,8,Trasplante,20,64
4 variedades,28,128,8,Plan,21,64
4 variedades,28,128,8,Siembra,21,64
4 variedades,28,128,8,Trasplante,21,64
4 variedades,28,128,8,Plan,22,64
4 variedades,28,128,8,Siembra,22,48
4 variedades,28,128,8,Trasplante,22,48
4 variedades,28,128,8,Plan,23,64
4 variedades,28,128,8,Siembra,23,NA
4 variedades,28,128,8,Trasplante,23,48
4 variedades,28,128,8,Plan,24,64
4 variedades,28,128,8,Siembra,24,NA
4 variedades,28,128,8,Trasplante,24,48
4 variedades,28,128,8,Plan,25,64
4 variedades,28,128,8,Siembra,25,NA
4 variedades,28,128,8,Trasplante,25,NA
4 variedades,28,128,8,Plan,26,64
4 variedades,28,128,8,Siembra,26,NA
4 variedades,28,128,8,Trasplante,26,NA
4 variedades,28,128,8,Plan,27,64
4 variedades,28,128,8,Siembra,27,NA
4 variedades,28,128,8,Trasplante,27,NA
4 variedades,28,128,8,Plan,28,NA
4 variedades,28,128,8,Siembra,28,NA
4 variedades,28,128,8,Trasplante,28,NA
4 variedades,28,128,8,Plan,29,NA
4 variedades,28,128,8,Siembra,29,NA
4 variedades,28,128,8,Trasplante,29,NA
4 variedades,28,128,8,Plan,30,NA
4 variedades,28,128,8,Siembra,30,NA
4 variedades,28,128,8,Trasplante,30,NA
4 variedades,28,128,8,Plan,31,NA
4 variedades,28,128,8,Siembra,31,NA
4 variedades,28,128,8,Trasplante,31,NA
4 variedades,28,128,8,Plan,32,NA
4 variedades,28,128,8,Siembra,32,NA
4 variedades,28,128,8,Trasplante,32,NA
4 variedades,28,128,8,Plan,33,NA
4 variedades,28,128,8,Siembra,33,NA
4 variedades,28,128,8,Trasplante,33,NA
4 variedades,28,128,8,Plan,34,NA
4 variedades,28,128,8,Siembra,34,NA
4 variedades,28,128,8,Trasplante,34,NA
4 variedades,28,128,8,Plan,35,NA
4 variedades,28,128,8,Siembra,35,NA
4 variedades,28,128,8,Trasplante,35,NA
4 variedades,28,128,8,Plan,36,NA
4 variedades,28,128,8,Siembra,36,NA
4 variedades,28,128,8,Trasplante,36,NA
4 variedades,28,128,8,Plan,37,NA
4 variedades,28,128,8,Siembra,37,NA
4 variedades,28,128,8,Trasplante,37,NA
4 variedades,28,128,8,Plan,38,NA
4 variedades,28,128,8,Siembra,38,NA
4 variedades,28,128,8,Trasplante,38,NA
4 variedades,28,128,8,Plan,39,NA
4 variedades,28,128,8,Siembra,39,NA
4 variedades,28,128,8,Trasplante,39,NA
4 variedades,28,128,8,Plan,40,NA
4 variedades,28,128,8,Siembra,40,NA
4 variedades,28,128,8,Trasplante,40,NA
4 variedades,28,128,8,Plan,41,NA
4 variedades,28,128,8,Siembra,41,NA
4 variedades,28,128,8,Trasplante,41,NA
4 variedades,28,128,8,Plan,42,NA
4 variedades,28,128,8,Siembra,42,NA
4 variedades,28,128,8,Trasplante,42,NA
4 variedades,28,128,8,Plan,43,NA
4 variedades,28,128,8,Siembra,43,NA
4 variedades,28,128,8,Trasplante,43,NA
4 variedades,28,128,8,Plan,44,NA
4 variedades,28,128,8,Siembra,44,NA
4 variedades,28,128,8,Trasplante,44,NA
4 variedades,28,128,8,Plan,45,NA
4 variedades,28,128,8,Siembra,45,NA
4 variedades,28,128,8,Trasplante,45,NA
4 variedades,28,128,8,Plan,46,NA
4 variedades,28,128,8,Siembra,46,NA
4 variedades,28,128,8,Trasplante,46,NA
4 variedades,28,128,8,Plan,47,NA
4 variedades,28,128,8,Siembra,47,NA
4 variedades,28,128,8,Trasplante,47,NA
4 variedades,28,128,8,Plan,48,NA
4 variedades,28,128,8,Siembra,48,NA
4 variedades,28,128,8,Trasplante,48,NA
4 variedades,28,128,8,Plan,49,NA
4 variedades,28,128,8,Siembra,49,NA
4 variedades,28,128,8,Trasplante,49,NA
4 variedades,28,128,8,Plan,50,NA
4 variedades,28,128,8,Siembra,50,NA
4 variedades,28,128,8,Trasplante,50,NA
4 variedades,28,128,8,Plan,51,NA
4 variedades,28,128,8,Siembra,51,NA
4 variedades,28,128,8,Trasplante,51,NA
4 variedades,28,128,8,Plan,52,NA
4 variedades,28,128,8,Siembra,52,NA
4 variedades,28,128,8,Trasplante,52,NA
Acelga común,28,128,8,Plan,6,128
Acelga común,28,128,8,Siembra,6,120
Acelga común,28,128,8,Trasplante,6,120
Acelga común,28,128,8,Plan,7,128
Acelga común,28,128,8,Siembra,7,128
Acelga común,28,128,8,Trasplante,7,128
Acelga común,28,128,8,Plan,8,128
Acelga común,28,128,8,Siembra,8,128
Acelga común,28,128,8,Trasplante,8,128
Acelga común,28,128,8,Plan,9,128
Acelga común,28,128,8,Siembra,9,128
Acelga común,28,128,8,Trasplante,9,128
Acelga común,28,128,8,Plan,10,128
Acelga común,28,128,8,Siembra,10,128
Acelga común,28,128,8,Trasplante,10,128
Acelga común,28,128,8,Plan,11,128
Acelga común,28,128,8,Siembra,11,108
Acelga común,28,128,8,Trasplante,11,108
Acelga común,28,128,8,Plan,12,128
Acelga común,28,128,8,Siembra,12,128
Acelga común,28,128,8,Trasplante,12,128
Acelga común,28,128,8,Plan,13,128
Acelga común,28,128,8,Siembra,13,128
Acelga común,28,128,8,Trasplante,13,128
Acelga común,28,128,8,Plan,14,128
Acelga común,28,128,8,Siembra,14,112
Acelga común,28,128,8,Trasplante,14,112
Acelga común,28,128,8,Plan,15,128
Acelga común,28,128,8,Siembra,15,NA
Acelga común,28,128,8,Trasplante,15,0
Acelga común,28,128,8,Plan,16,128
Acelga común,28,128,8,Siembra,16,124
Acelga común,28,128,8,Trasplante,16,124
Acelga común,28,128,8,Plan,17,128
Acelga común,28,128,8,Siembra,17,128
Acelga común,28,128,8,Trasplante,17,128
Acelga común,28,128,8,Plan,18,128
Acelga común,28,128,8,Siembra,18,128
Acelga común,28,128,8,Trasplante,18,128
Acelga común,28,128,8,Plan,19,128
Acelga común,28,128,8,Siembra,19,128
Acelga común,28,128,8,Trasplante,19,128
Acelga común,28,128,8,Plan,20,128
Acelga común,28,128,8,Siembra,20,128
Acelga común,28,128,8,Trasplante,20,128
Acelga común,28,128,8,Plan,21,128
Acelga común,28,128,8,Siembra,21,128
Acelga común,28,128,8,Trasplante,21,128
Acelga común,28,128,8,Plan,22,128
Acelga común,28,128,8,Siembra,22,128
Acelga común,28,128,8,Trasplante,22,128
Acelga común,28,128,8,Plan,23,128
Acelga común,28,128,8,Siembra,23,NA
Acelga común,28,128,8,Trasplante,23,128
Acelga común,28,128,8,Plan,24,128
Acelga común,28,128,8,Siembra,24,NA
Acelga común,28,128,8,Trasplante,24,128
Acelga común,28,128,8,Plan,25,128
Acelga común,28,128,8,Siembra,25,NA
Acelga común,28,128,8,Trasplante,25,NA
Acelga común,28,128,8,Plan,26,128
Acelga común,28,128,8,Siembra,26,NA
Acelga común,28,128,8,Trasplante,26,NA
Acelga común,28,128,8,Plan,27,128
Acelga común,28,128,8,Siembra,27,NA
Acelga común,28,128,8,Trasplante,27,NA
Acelga común,28,128,8,Plan,28,NA
Acelga común,28,128,8,Siembra,28,NA
Acelga común,28,128,8,Trasplante,28,NA
Acelga común,28,128,8,Plan,29,NA
Acelga común,28,128,8,Siembra,29,NA
Acelga común,28,128,8,Trasplante,29,NA
Acelga común,28,128,8,Plan,30,NA
Acelga común,28,128,8,Siembra,30,NA
Acelga común,28,128,8,Trasplante,30,NA
Acelga común,28,128,8,Plan,31,NA
Acelga común,28,128,8,Siembra,31,NA
Acelga común,28,128,8,Trasplante,31,NA
Acelga común,28,128,8,Plan,32,NA
Acelga común,28,128,8,Siembra,32,NA
Acelga común,28,128,8,Trasplante,32,NA
Acelga común,28,128,8,Plan,33,NA
Acelga común,28,128,8,Siembra,33,NA
Acelga común,28,128,8,Trasplante,33,NA
Acelga común,28,128,8,Plan,34,NA
Acelga común,28,128,8,Siembra,34,NA
Acelga común,28,128,8,Trasplante,34,NA
Acelga común,28,128,8,Plan,35,NA
Acelga común,28,128,8,Siembra,35,NA
Acelga común,28,128,8,Trasplante,35,NA
Acelga común,28,128,8,Plan,36,NA
Acelga común,28,128,8,Siembra,36,NA
Acelga común,28,128,8,Trasplante,36,NA
Acelga común,28,128,8,Plan,37,NA
Acelga común,28,128,8,Siembra,37,NA
Acelga común,28,128,8,Trasplante,37,NA
Acelga común,28,128,8,Plan,38,NA
Acelga común,28,128,8,Siembra,38,NA
Acelga común,28,128,8,Trasplante,38,NA
Acelga común,28,128,8,Plan,39,NA
Acelga común,28,128,8,Siembra,39,NA
Acelga común,28,128,8,Trasplante,39,NA
Acelga común,28,128,8,Plan,40,NA
Acelga común,28,128,8,Siembra,40,NA
Acelga común,28,128,8,Trasplante,40,NA
Acelga común,28,128,8,Plan,41,NA
Acelga común,28,128,8,Siembra,41,NA
Acelga común,28,128,8,Trasplante,41,NA
Acelga común,28,128,8,Plan,42,NA
Acelga común,28,128,8,Siembra,42,NA
Acelga común,28,128,8,Trasplante,42,NA
Acelga común,28,128,8,Plan,43,NA
Acelga común,28,128,8,Siembra,43,NA
Acelga común,28,128,8,Trasplante,43,NA
Acelga común,28,128,8,Plan,44,NA
Acelga común,28,128,8,Siembra,44,NA
Acelga común,28,128,8,Trasplante,44,NA
Acelga común,28,128,8,Plan,45,NA
Acelga común,28,128,8,Siembra,45,NA
Acelga común,28,128,8,Trasplante,45,NA
Acelga común,28,128,8,Plan,46,NA
Acelga común,28,128,8,Siembra,46,NA
Acelga común,28,128,8,Trasplante,46,NA
Acelga común,28,128,8,Plan,47,NA
Acelga común,28,128,8,Siembra,47,NA
Acelga común,28,128,8,Trasplante,47,NA
Acelga común,28,128,8,Plan,48,NA
Acelga común,28,128,8,Siembra,48,NA
Acelga común,28,128,8,Trasplante,48,NA
Acelga común,28,128,8,Plan,49,NA
Acelga común,28,128,8,Siembra,49,NA
Acelga común,28,128,8,Trasplante,49,NA
Acelga común,28,128,8,Plan,50,NA
Acelga común,28,128,8,Siembra,50,NA
Acelga común,28,128,8,Trasplante,50,NA
Acelga común,28,128,8,Plan,51,NA
Acelga común,28,128,8,Siembra,51,NA
Acelga común,28,128,8,Trasplante,51,NA
Acelga común,28,128,8,Plan,52,NA
Acelga común,28,128,8,Siembra,52,NA
Acelga común,28,128,8,Trasplante,52,NA
Acelga colores,28,128,8,Plan,6,64
Acelga colores,28,128,8,Siembra,6,64
Acelga colores,28,128,8,Trasplante,6,64
Acelga colores,28,128,8,Plan,7,64
Acelga colores,28,128,8,Siembra,7,64
Acelga colores,28,128,8,Trasplante,7,64
Acelga colores,28,128,8,Plan,8,64
Acelga colores,28,128,8,Siembra,8,64
Acelga colores,28,128,8,Trasplante,8,64
Acelga colores,28,128,8,Plan,9,64
Acelga colores,28,128,8,Siembra,9,64
Acelga colores,28,128,8,Trasplante,9,64
Acelga colores,28,128,8,Plan,10,64
Acelga colores,28,128,8,Siembra,10,64
Acelga colores,28,128,8,Trasplante,10,64
Acelga colores,28,128,8,Plan,11,64
Acelga colores,28,128,8,Siembra,11,80
Acelga colores,28,128,8,Trasplante,11,80
Acelga colores,28,128,8,Plan,12,64
Acelga colores,28,128,8,Siembra,12,80
Acelga colores,28,128,8,Trasplante,12,80
Acelga colores,28,128,8,Plan,13,64
Acelga colores,28,128,8,Siembra,13,64
Acelga colores,28,128,8,Trasplante,13,64
Acelga colores,28,128,8,Plan,14,64
Acelga colores,28,128,8,Siembra,14,104
Acelga colores,28,128,8,Trasplante,14,104
Acelga colores,28,128,8,Plan,15,64
Acelga colores,28,128,8,Siembra,15,NA
Acelga colores,28,128,8,Trasplante,15,0
Acelga colores,28,128,8,Plan,16,64
Acelga colores,28,128,8,Siembra,16,80
Acelga colores,28,128,8,Trasplante,16,80
Acelga colores,28,128,8,Plan,17,64
Acelga colores,28,128,8,Siembra,17,64
Acelga colores,28,128,8,Trasplante,17,64
Acelga colores,28,128,8,Plan,18,64
Acelga colores,28,128,8,Siembra,18,64
Acelga colores,28,128,8,Trasplante,18,64
Acelga colores,28,128,8,Plan,19,64
Acelga colores,28,128,8,Siembra,19,64
Acelga colores,28,128,8,Trasplante,19,64
Acelga colores,28,128,8,Plan,20,64
Acelga colores,28,128,8,Siembra,20,64
Acelga colores,28,128,8,Trasplante,20,64
Acelga colores,28,128,8,Plan,21,64
Acelga colores,28,128,8,Siembra,21,64
Acelga colores,28,128,8,Trasplante,21,64
Acelga colores,28,128,8,Plan,22,64
Acelga colores,28,128,8,Siembra,22,64
Acelga colores,28,128,8,Trasplante,22,64
Acelga colores,28,128,8,Plan,23,64
Acelga colores,28,128,8,Siembra,23,NA
Acelga colores,28,128,8,Trasplante,23,64
Acelga colores,28,128,8,Plan,24,64
Acelga colores,28,128,8,Siembra,24,NA
Acelga colores,28,128,8,Trasplante,24,64
Acelga colores,28,128,8,Plan,25,64
Acelga colores,28,128,8,Siembra,25,NA
Acelga colores,28,128,8,Trasplante,25,NA
Acelga colores,28,128,8,Plan,26,64
Acelga colores,28,128,8,Siembra,26,NA
Acelga colores,28,128,8,Trasplante,26,NA
Acelga colores,28,128,8,Plan,27,64
Acelga colores,28,128,8,Siembra,27,NA
Acelga colores,28,128,8,Trasplante,27,NA
Acelga colores,28,128,8,Plan,28,NA
Acelga colores,28,128,8,Siembra,28,NA
Acelga colores,28,128,8,Trasplante,28,NA
Acelga colores,28,128,8,Plan,29,NA
Acelga colores,28,128,8,Siembra,29,NA
Acelga colores,28,128,8,Trasplante,29,NA
