Cama	Fecha	Variable	Valor
3	2021-03-17	TallosPorM2	0.04807692307692307
3	2021-03-15	Tallos	8
3	2021-03-15	Plantas	124
3	2021-03-15	TallosPorPlanta	0.06451612903225806
3	2021-03-15	TallosPorM2	0.3846153846153846
3	2021-03-09	Tallos	8
3	2021-03-09	Plantas	124
3	2021-03-09	TallosPorPlanta	0.06451612903225806
3	2021-03-09	TallosPorM2	0.3846153846153846
3	2020-12-09	Tallos	13
3	2020-12-09	Plantas	124
3	2020-12-09	TallosPorPlanta	0.10483870967741936
3	2020-12-09	TallosPorM2	0.625
3	2021-04-16	Tallos	37
3	2021-04-16	Plantas	124
3	2021-04-16	TallosPorPlanta	0.29838709677419356
3	2021-04-16	TallosPorM2	1.7788461538461537
3	2021-04-13	Tallos	39
3	2021-04-13	Plantas	124
3	2021-04-13	TallosPorPlanta	0.31451612903225806
3	2021-04-13	TallosPorM2	1.875
3	2021-02-23	Tallos	2
3	2021-02-23	Plantas	124
3	2021-02-23	TallosPorPlanta	0.016129032258064516
3	2021-02-23	TallosPorM2	0.09615384615384615
3	2021-06-21	Tallos	9
3	2021-06-21	Plantas	124
3	2021-06-21	TallosPorPlanta	0.07258064516129033
3	2021-06-21	TallosPorM2	0.43269230769230765
3	2021-02-16	Tallos	2
3	2021-02-16	Plantas	124
3	2021-02-16	TallosPorPlanta	0.016129032258064516
3	2021-02-16	TallosPorM2	0.09615384615384615
3	2021-02-08	Tallos	3
3	2021-02-08	Plantas	124
3	2021-02-08	TallosPorPlanta	0.024193548387096774
3	2021-02-08	TallosPorM2	0.14423076923076922
3	2021-02-02	Tallos	1
3	2021-02-02	Plantas	124
3	2021-02-02	TallosPorPlanta	0.008064516129032258
3	2021-02-02	TallosPorM2	0.04807692307692307
3	2020-12-18	Tallos	5
3	2020-12-18	Plantas	124
3	2020-12-18	TallosPorPlanta	0.04032258064516129
3	2020-12-18	TallosPorM2	0.24038461538461536
3	2021-03-23	Tallos	2
3	2021-03-23	Plantas	124
3	2021-03-23	TallosPorPlanta	0.016129032258064516
3	2021-03-23	TallosPorM2	0.09615384615384615
3	2021-01-26	Tallos	2
3	2021-01-26	Plantas	124
3	2021-01-26	TallosPorPlanta	0.016129032258064516
3	2021-01-26	TallosPorM2	0.09615384615384615
3	2020-12-14	Tallos	29
3	2020-12-14	Plantas	124
3	2020-12-14	TallosPorPlanta	0.23387096774193547
3	2020-12-14	TallosPorM2	1.3942307692307692
3	2020-12-11	Tallos	11
3	2020-12-11	Plantas	124
3	2020-12-11	TallosPorPlanta	0.08870967741935484
3	2020-12-11	TallosPorM2	0.5288461538461539
3	2021-04-20	Tallos	11
3	2021-04-20	Plantas	124
3	2021-04-20	TallosPorPlanta	0.08870967741935484
3	2021-04-20	TallosPorM2	0.5288461538461539
3	2021-03-04	Tallos	NA
3	2021-03-04	Plantas	124
3	2021-03-04	TallosPorPlanta	NA
3	2021-03-04	TallosPorM2	NA
3	2021-02-26	Tallos	NA
3	2021-02-26	Plantas	124
3	2021-02-26	TallosPorPlanta	NA
3	2021-02-26	TallosPorM2	NA
3	2021-06-24	Tallos	23
3	2021-06-24	Plantas	124
3	2021-06-24	TallosPorPlanta	0.18548387096774194
3	2021-06-24	TallosPorM2	1.1057692307692308
3	2020-12-31	Tallos	4
3	2020-12-31	Plantas	124
3	2020-12-31	TallosPorPlanta	0.03225806451612903
3	2020-12-31	TallosPorM2	0.1923076923076923
3	2020-12-28	Tallos	4
3	2020-12-28	Plantas	124
3	2020-12-28	TallosPorPlanta	0.03225806451612903
3	2020-12-28	TallosPorM2	0.1923076923076923
3	2020-12-24	Tallos	2
3	2020-12-24	Plantas	124
3	2020-12-24	TallosPorPlanta	0.016129032258064516
3	2020-12-24	TallosPorM2	0.09615384615384615
3	2020-12-21	Tallos	7
3	2020-12-21	Plantas	124
3	2020-12-21	TallosPorPlanta	0.056451612903225805
3	2020-12-21	TallosPorM2	0.3365384615384615
3	2021-01-19	Tallos	9
3	2021-01-19	Plantas	124
3	2021-01-19	TallosPorPlanta	0.07258064516129033
3	2021-01-19	TallosPorM2	0.43269230769230765
3	2021-01-12	Tallos	13
3	2021-01-12	Plantas	124
3	2021-01-12	TallosPorPlanta	0.10483870967741936
3	2021-01-12	TallosPorM2	0.625
3	2021-01-06	Tallos	15
3	2021-01-06	Plantas	124
3	2021-01-06	TallosPorPlanta	0.12096774193548387
3	2021-01-06	TallosPorM2	0.7211538461538461
3	2021-06-28	Tallos	19
3	2021-06-28	Plantas	124
3	2021-06-28	TallosPorPlanta	0.1532258064516129
3	2021-06-28	TallosPorM2	0.9134615384615384
3	2021-01-04	Tallos	10
3	2021-01-04	Plantas	124
3	2021-01-04	TallosPorPlanta	0.08064516129032258
3	2021-01-04	TallosPorM2	0.4807692307692307
4	2020-11-05	Tallos	19
4	2020-11-05	Plantas	123
4	2020-11-05	TallosPorPlanta	0.15447154471544716
4	2020-11-05	TallosPorM2	0.9134615384615384
4	2020-11-04	Tallos	20
4	2020-11-04	Plantas	123
4	2020-11-04	TallosPorPlanta	0.16260162601626016
4	2020-11-04	TallosPorM2	0.9615384615384615
4	2020-11-20	Tallos	NA
4	2020-11-20	Plantas	123
4	2020-11-20	TallosPorPlanta	NA
4	2020-11-20	TallosPorM2	NA
4	2020-11-06	Tallos	8
4	2020-11-06	Plantas	123
4	2020-11-06	TallosPorPlanta	0.06504065040650407
4	2020-11-06	TallosPorM2	0.3846153846153846
4	2020-11-12	Tallos	3
4	2020-11-12	Plantas	123
4	2020-11-12	TallosPorPlanta	0.024390243902439025
4	2020-11-12	TallosPorM2	0.14423076923076922
4	2020-11-10	Tallos	4
4	2020-11-10	Plantas	123
4	2020-11-10	TallosPorPlanta	0.032520325203252036
4	2020-11-10	TallosPorM2	0.1923076923076923
4	2021-06-21	Tallos	6
4	2021-06-21	Plantas	123
4	2021-06-21	TallosPorPlanta	0.04878048780487805
4	2021-06-21	TallosPorM2	0.28846153846153844
4	2020-11-09	Tallos	15
4	2020-11-09	Plantas	123
4	2020-11-09	TallosPorPlanta	0.12195121951219512
4	2020-11-09	TallosPorM2	0.7211538461538461
4	2021-05-18	Tallos	35
4	2021-05-18	Plantas	123
4	2021-05-18	TallosPorPlanta	0.2845528455284553
4	2021-05-18	TallosPorM2	1.6826923076923077
4	2021-03-29	Tallos	12
4	2021-03-29	Plantas	123
4	2021-03-29	TallosPorPlanta	0.0975609756097561
4	2021-03-29	TallosPorM2	0.5769230769230769
4	2020-11-23	Tallos	11
4	2020-11-23	Plantas	123
4	2020-11-23	TallosPorPlanta	0.08943089430894309
4	2020-11-23	TallosPorM2	0.5288461538461539
4	2021-06-15	Tallos	22
4	2021-06-15	Plantas	123
4	2021-06-15	TallosPorPlanta	0.17886178861788618
4	2021-06-15	TallosPorM2	1.0576923076923077
4	2020-11-19	Tallos	3
4	2020-11-19	Plantas	123
4	2020-11-19	TallosPorPlanta	0.024390243902439025
4	2020-11-19	TallosPorM2	0.14423076923076922
4	2020-11-18	Tallos	4
4	2020-11-18	Plantas	123
4	2020-11-18	TallosPorPlanta	0.032520325203252036
4	2020-11-18	TallosPorM2	0.1923076923076923
4	2020-11-17	Tallos	12
4	2020-11-17	Plantas	123
4	2020-11-17	TallosPorPlanta	0.0975609756097561
4	2020-11-17	TallosPorM2	0.5769230769230769
4	2020-12-09	Tallos	14
4	2020-12-09	Plantas	123
4	2020-12-09	TallosPorPlanta	0.11382113821138211
4	2020-12-09	TallosPorM2	0.673076923076923
4	2020-11-13	Tallos	4
4	2020-11-13	Plantas	123
4	2020-11-13	TallosPorPlanta	0.032520325203252036
4	2020-11-13	TallosPorM2	0.1923076923076923
4	2021-06-28	Tallos	19
4	2021-06-28	Plantas	123
4	2021-06-28	TallosPorPlanta	0.15447154471544716
4	2021-06-28	TallosPorM2	0.9134615384615384
4	2021-06-24	Tallos	17
4	2021-06-24	Plantas	123
4	2021-06-24	TallosPorPlanta	0.13821138211382114
4	2021-06-24	TallosPorM2	0.8173076923076923
4	2020-12-01	Tallos	8
4	2020-12-01	Plantas	123
4	2020-12-01	TallosPorPlanta	0.06504065040650407
4	2020-12-01	TallosPorM2	0.3846153846153846
4	2021-05-20	Tallos	23
4	2021-05-20	Plantas	123
4	2021-05-20	TallosPorPlanta	0.18699186991869918
4	2021-05-20	TallosPorM2	1.1057692307692308
4	2021-03-31	Tallos	4
4	2021-03-31	Plantas	123
4	2021-03-31	TallosPorPlanta	0.032520325203252036
4	2021-03-31	TallosPorM2	0.1923076923076923
4	2020-11-27	Tallos	6
4	2020-11-27	Plantas	123
4	2020-11-27	TallosPorPlanta	0.04878048780487805
4	2020-11-27	TallosPorM2	0.28846153846153844
4	2021-06-18	Tallos	12
4	2021-06-18	Plantas	123
4	2021-06-18	TallosPorPlanta	0.0975609756097561
4	2021-06-18	TallosPorM2	0.5769230769230769
4	2021-05-13	Tallos	41
4	2021-05-13	Plantas	123
4	2021-05-13	TallosPorPlanta	0.3333333333333333
4	2021-05-13	TallosPorM2	1.971153846153846
4	2021-06-10	Tallos	13
4	2021-06-10	Plantas	123
4	2021-06-10	TallosPorPlanta	0.10569105691056911
4	2021-06-10	TallosPorM2	0.625
4	2021-06-08	Tallos	31
4	2021-06-08	Plantas	123
4	2021-06-08	TallosPorPlanta	0.25203252032520324
4	2021-06-08	TallosPorM2	1.4903846153846154
4	2020-12-11	Tallos	11
4	2020-12-11	Plantas	123
4	2020-12-11	TallosPorPlanta	0.08943089430894309
4	2020-12-11	TallosPorM2	0.5288461538461539
4	2021-06-03	Tallos	17
4	2021-06-03	Plantas	123
4	2021-06-03	TallosPorPlanta	0.13821138211382114
4	2021-06-03	TallosPorM2	0.8173076923076923
4	2021-05-31	Tallos	18
4	2021-05-31	Plantas	123
4	2021-05-31	TallosPorPlanta	0.14634146341463414
4	2021-05-31	TallosPorM2	0.8653846153846153
4	2021-05-27	Tallos	23
4	2021-05-27	Plantas	123
4	2021-05-27	TallosPorPlanta	0.18699186991869918
4	2021-05-27	TallosPorM2	1.1057692307692308
4	2020-12-04	Tallos	19
4	2020-12-04	Plantas	123
4	2020-12-04	TallosPorPlanta	0.15447154471544716
4	2020-12-04	TallosPorM2	0.9134615384615384
4	2021-05-24	Tallos	18
4	2021-05-24	Plantas	123
4	2021-05-24	TallosPorPlanta	0.14634146341463414
4	2021-05-24	TallosPorM2	0.8653846153846153
4	2021-04-05	Tallos	12
4	2021-04-05	Plantas	123
4	2021-04-05	TallosPorPlanta	0.0975609756097561
4	2021-04-05	TallosPorM2	0.5769230769230769
4	2020-11-30	Tallos	18
4	2020-11-30	Plantas	123
4	2020-11-30	TallosPorPlanta	0.14634146341463414
4	2020-11-30	TallosPorM2	0.8653846153846153
4	2020-12-24	Tallos	7
4	2020-12-24	Plantas	123
4	2020-12-24	TallosPorPlanta	0.056910569105691054
4	2020-12-24	TallosPorM2	0.3365384615384615
4	2020-12-21	Tallos	9
4	2020-12-21	Plantas	123
4	2020-12-21	TallosPorPlanta	0.07317073170731707
4	2020-12-21	TallosPorM2	0.43269230769230765
4	2020-12-18	Tallos	NA
4	2020-12-18	Plantas	123
4	2020-12-18	TallosPorPlanta	NA
4	2020-12-18	TallosPorM2	NA
4	2020-12-16	Tallos	11
4	2020-12-16	Plantas	123
4	2020-12-16	TallosPorPlanta	0.08943089430894309
4	2020-12-16	TallosPorM2	0.5288461538461539
4	2020-12-14	Tallos	25
4	2020-12-14	Plantas	123
4	2020-12-14	TallosPorPlanta	0.2032520325203252
4	2020-12-14	TallosPorM2	1.2019230769230769
4	2021-04-27	Tallos	50
4	2021-04-27	Plantas	123
4	2021-04-27	TallosPorPlanta	0.4065040650406504
4	2021-04-27	TallosPorM2	2.4038461538461537
4	2021-04-23	Tallos	27
4	2021-04-23	Plantas	123
4	2021-04-23	TallosPorPlanta	0.21951219512195122
4	2021-04-23	TallosPorM2	1.2980769230769231
4	2021-01-06	Tallos	7
4	2021-01-06	Plantas	123
4	2021-01-06	TallosPorPlanta	0.056910569105691054
4	2021-01-06	TallosPorM2	0.3365384615384615
4	2020-12-07	Tallos	25
4	2020-12-07	Plantas	123
4	2020-12-07	TallosPorPlanta	0.2032520325203252
4	2020-12-07	TallosPorM2	1.2019230769230769
4	2021-04-16	Tallos	24
4	2021-04-16	Plantas	123
4	2021-04-16	TallosPorPlanta	0.1951219512195122
4	2021-04-16	TallosPorM2	1.1538461538461537
4	2021-04-13	Tallos	26
4	2021-04-13	Plantas	123
4	2021-04-13	TallosPorPlanta	0.21138211382113822
4	2021-04-13	TallosPorM2	1.25
4	2020-12-28	Tallos	21
4	2020-12-28	Plantas	123
4	2020-12-28	TallosPorPlanta	0.17073170731707318
4	2020-12-28	TallosPorM2	1.0096153846153846
4	2021-02-23	Tallos	1
4	2021-02-23	Plantas	123
4	2021-02-23	TallosPorPlanta	0.008130081300813009
4	2021-02-23	TallosPorM2	0.04807692307692307
4	2021-05-04	Tallos	88
4	2021-05-04	Plantas	123
4	2021-05-04	TallosPorPlanta	0.7154471544715447
4	2021-05-04	TallosPorM2	4.230769230769231
4	2021-02-16	Tallos	NA
4	2021-02-16	Plantas	123
4	2021-02-16	TallosPorPlanta	NA
4	2021-02-16	TallosPorM2	NA
4	2021-02-08	Tallos	2
4	2021-02-08	Plantas	123
4	2021-02-08	TallosPorPlanta	0.016260162601626018
4	2021-02-08	TallosPorM2	0.09615384615384615
4	2021-02-02	Tallos	2
4	2021-02-02	Plantas	123
4	2021-02-02	TallosPorPlanta	0.016260162601626018
4	2021-02-02	TallosPorM2	0.09615384615384615
4	2021-04-20	Tallos	21
4	2021-04-20	Plantas	123
4	2021-04-20	TallosPorPlanta	0.17073170731707318
4	2021-04-20	TallosPorM2	1.0096153846153846
4	2021-01-19	Tallos	7
4	2021-01-19	Plantas	123
4	2021-01-19	TallosPorPlanta	0.056910569105691054
4	2021-01-19	TallosPorM2	0.3365384615384615
4	2021-01-12	Tallos	7
4	2021-01-12	Plantas	123
4	2021-01-12	TallosPorPlanta	0.056910569105691054
4	2021-01-12	TallosPorM2	0.3365384615384615
4	2021-03-15	Tallos	8
4	2021-03-15	Plantas	123
4	2021-03-15	TallosPorPlanta	0.06504065040650407
4	2021-03-15	TallosPorM2	0.3846153846153846
4	2021-01-04	Tallos	8
4	2021-01-04	Plantas	123
4	2021-01-04	TallosPorPlanta	0.06504065040650407
4	2021-01-04	TallosPorM2	0.3846153846153846
4	2020-12-31	Tallos	4
4	2020-12-31	Plantas	123
4	2020-12-31	TallosPorPlanta	0.032520325203252036
4	2020-12-31	TallosPorM2	0.1923076923076923
4	2021-02-26	Tallos	NA
4	2021-02-26	Plantas	123
4	2021-02-26	TallosPorPlanta	NA
4	2021-02-26	TallosPorM2	NA
4	2021-01-26	Tallos	1
4	2021-01-26	Plantas	123
4	2021-01-26	TallosPorPlanta	0.008130081300813009
4	2021-01-26	TallosPorM2	0.04807692307692307
4	2021-03-23	Tallos	8
4	2021-03-23	Plantas	123
4	2021-03-23	TallosPorPlanta	0.06504065040650407
4	2021-03-23	TallosPorM2	0.3846153846153846
4	2021-03-17	Tallos	2
4	2021-03-17	Plantas	123
4	2021-03-17	TallosPorPlanta	0.016260162601626018
4	2021-03-17	TallosPorM2	0.09615384615384615
4	2021-03-09	Tallos	10
4	2021-03-09	Plantas	123
4	2021-03-09	TallosPorPlanta	0.08130081300813008
4	2021-03-09	TallosPorM2	0.4807692307692307
4	2021-03-04	Tallos	2
4	2021-03-04	Plantas	123
4	2021-03-04	TallosPorPlanta	0.016260162601626018
4	2021-03-04	TallosPorM2	0.09615384615384615
5	2020-11-06	Tallos	1
5	2020-11-06	Plantas	122
5	2020-11-06	TallosPorPlanta	0.00819672131147541
5	2020-11-06	TallosPorM2	0.04807692307692307
5	2020-11-09	Tallos	10
5	2020-11-09	Plantas	122
5	2020-11-09	TallosPorPlanta	0.08196721311475409
5	2020-11-09	TallosPorM2	0.4807692307692307
5	2020-11-20	Tallos	1
5	2020-11-20	Plantas	122
5	2020-11-20	TallosPorPlanta	0.00819672131147541
5	2020-11-20	TallosPorM2	0.04807692307692307
5	2020-11-05	Tallos	11
5	2020-11-05	Plantas	122
5	2020-11-05	TallosPorPlanta	0.09016393442622951
5	2020-11-05	TallosPorM2	0.5288461538461539
5	2020-11-17	Tallos	16
5	2020-11-17	Plantas	122
5	2020-11-17	TallosPorPlanta	0.13114754098360656
5	2020-11-17	TallosPorM2	0.7692307692307692
5	2020-11-30	Tallos	7
5	2020-11-30	Plantas	122
5	2020-11-30	TallosPorPlanta	0.05737704918032787
5	2020-11-30	TallosPorM2	0.3365384615384615
5	2020-11-13	Tallos	5
5	2020-11-13	Plantas	122
5	2020-11-13	TallosPorPlanta	0.040983606557377046
5	2020-11-13	TallosPorM2	0.24038461538461536
5	2020-11-04	Tallos	20
5	2020-11-04	Plantas	122
5	2020-11-04	TallosPorPlanta	0.16393442622950818
5	2020-11-04	TallosPorM2	0.9615384615384615
5	2020-11-10	Tallos	2
5	2020-11-10	Plantas	122
5	2020-11-10	TallosPorPlanta	0.01639344262295082
5	2020-11-10	TallosPorM2	0.09615384615384615
5	2020-12-01	Tallos	5
5	2020-12-01	Plantas	122
5	2020-12-01	TallosPorPlanta	0.040983606557377046
5	2020-12-01	TallosPorM2	0.24038461538461536
5	2021-06-24	Tallos	11
5	2021-06-24	Plantas	122
5	2021-06-24	TallosPorPlanta	0.09016393442622951
5	2021-06-24	TallosPorM2	0.5288461538461539
5	2020-11-27	Tallos	10
5	2020-11-27	Plantas	122
5	2020-11-27	TallosPorPlanta	0.08196721311475409
5	2020-11-27	TallosPorM2	0.4807692307692307
5	2020-11-23	Tallos	6
5	2020-11-23	Plantas	122
5	2020-11-23	TallosPorPlanta	0.04918032786885246
5	2020-11-23	TallosPorM2	0.28846153846153844
5	2020-12-18	Tallos	3
5	2020-12-18	Plantas	122
5	2020-12-18	TallosPorPlanta	0.02459016393442623
5	2020-12-18	TallosPorM2	0.14423076923076922
5	2020-12-16	Tallos	5
5	2020-12-16	Plantas	122
5	2020-12-16	TallosPorPlanta	0.040983606557377046
5	2020-12-16	TallosPorM2	0.24038461538461536
5	2020-11-19	Tallos	5
5	2020-11-19	Plantas	122
5	2020-11-19	TallosPorPlanta	0.040983606557377046
5	2020-11-19	TallosPorM2	0.24038461538461536
5	2020-11-18	Tallos	6
5	2020-11-18	Plantas	122
5	2020-11-18	TallosPorPlanta	0.04918032786885246
5	2020-11-18	TallosPorM2	0.28846153846153844
5	2020-12-11	Tallos	10
5	2020-12-11	Plantas	122
5	2020-12-11	TallosPorPlanta	0.08196721311475409
5	2020-12-11	TallosPorM2	0.4807692307692307
5	2020-12-09	Tallos	10
5	2020-12-09	Plantas	122
5	2020-12-09	TallosPorPlanta	0.08196721311475409
5	2020-12-09	TallosPorM2	0.4807692307692307
5	2021-01-06	Tallos	3
5	2021-01-06	Plantas	122
5	2021-01-06	TallosPorPlanta	0.02459016393442623
5	2021-01-06	TallosPorM2	0.14423076923076922
5	2020-11-12	Tallos	5
5	2020-11-12	Plantas	122
5	2020-11-12	TallosPorPlanta	0.040983606557377046
5	2020-11-12	TallosPorM2	0.24038461538461536
5	2020-12-04	Tallos	20
5	2020-12-04	Plantas	122
5	2020-12-04	TallosPorPlanta	0.16393442622950818
5	2020-12-04	TallosPorM2	0.9615384615384615
5	2021-06-28	Tallos	15
5	2021-06-28	Plantas	122
5	2021-06-28	TallosPorPlanta	0.12295081967213115
5	2021-06-28	TallosPorM2	0.7211538461538461
5	2020-12-28	Tallos	17
5	2020-12-28	Plantas	122
5	2020-12-28	TallosPorPlanta	0.13934426229508196
5	2020-12-28	TallosPorM2	0.8173076923076923
5	2021-06-21	Tallos	7
5	2021-06-21	Plantas	122
5	2021-06-21	TallosPorPlanta	0.05737704918032787
5	2021-06-21	TallosPorM2	0.3365384615384615
5	2020-12-21	Tallos	6
5	2020-12-21	Plantas	122
5	2020-12-21	TallosPorPlanta	0.04918032786885246
5	2020-12-21	TallosPorM2	0.28846153846153844
5	2021-02-08	Tallos	1
5	2021-02-08	Plantas	122
5	2021-02-08	TallosPorPlanta	0.00819672131147541
5	2021-02-08	TallosPorM2	0.04807692307692307
5	2021-02-02	Tallos	4
5	2021-02-02	Plantas	122
5	2021-02-02	TallosPorPlanta	0.03278688524590164
5	2021-02-02	TallosPorM2	0.1923076923076923
5	2021-01-26	Tallos	1
5	2021-01-26	Plantas	122
5	2021-01-26	TallosPorPlanta	0.00819672131147541
5	2021-01-26	TallosPorM2	0.04807692307692307
5	2020-12-14	Tallos	20
5	2020-12-14	Plantas	122
5	2020-12-14	TallosPorPlanta	0.16393442622950818
5	2020-12-14	TallosPorM2	0.9615384615384615
5	2021-01-19	Tallos	2
5	2021-01-19	Plantas	122
5	2021-01-19	TallosPorPlanta	0.01639344262295082
5	2021-01-19	TallosPorM2	0.09615384615384615
5	2021-01-12	Tallos	7
5	2021-01-12	Plantas	122
5	2021-01-12	TallosPorPlanta	0.05737704918032787
5	2021-01-12	TallosPorM2	0.3365384615384615
5	2021-06-08	Tallos	18
5	2021-06-08	Plantas	122
5	2021-06-08	TallosPorPlanta	0.14754098360655737
5	2021-06-08	TallosPorM2	0.8653846153846153
5	2020-12-07	Tallos	26
5	2020-12-07	Plantas	122
5	2020-12-07	TallosPorPlanta	0.21311475409836064
5	2020-12-07	TallosPorM2	1.25
5	2021-01-04	Tallos	12
5	2021-01-04	Plantas	122
5	2021-01-04	TallosPorPlanta	0.09836065573770492
5	2021-01-04	TallosPorM2	0.5769230769230769
5	2020-12-31	Tallos	14
5	2020-12-31	Plantas	122
5	2020-12-31	TallosPorPlanta	0.11475409836065574
5	2020-12-31	TallosPorM2	0.673076923076923
5	2021-05-27	Tallos	15
5	2021-05-27	Plantas	122
5	2021-05-27	TallosPorPlanta	0.12295081967213115
5	2021-05-27	TallosPorM2	0.7211538461538461
5	2020-12-24	Tallos	6
5	2020-12-24	Plantas	122
5	2020-12-24	TallosPorPlanta	0.04918032786885246
5	2020-12-24	TallosPorM2	0.28846153846153844
5	2021-02-16	Tallos	1
5	2021-02-16	Plantas	122
5	2021-02-16	TallosPorPlanta	0.00819672131147541
5	2021-02-16	TallosPorM2	0.04807692307692307
5	2021-05-20	Tallos	15
5	2021-05-20	Plantas	122
5	2021-05-20	TallosPorPlanta	0.12295081967213115
5	2021-05-20	TallosPorM2	0.7211538461538461
5	2021-05-18	Tallos	30
5	2021-05-18	Plantas	122
5	2021-05-18	TallosPorPlanta	0.2459016393442623
5	2021-05-18	TallosPorM2	1.4423076923076923
5	2021-03-29	Tallos	3
5	2021-03-29	Plantas	122
5	2021-03-29	TallosPorPlanta	0.02459016393442623
5	2021-03-29	TallosPorM2	0.14423076923076922
5	2021-03-23	Tallos	2
5	2021-03-23	Plantas	122
5	2021-03-23	TallosPorPlanta	0.01639344262295082
5	2021-03-23	TallosPorM2	0.09615384615384615
5	2021-06-15	Tallos	11
5	2021-06-15	Plantas	122
5	2021-06-15	TallosPorPlanta	0.09016393442622951
5	2021-06-15	TallosPorM2	0.5288461538461539
5	2021-06-10	Tallos	9
5	2021-06-10	Plantas	122
5	2021-06-10	TallosPorPlanta	0.07377049180327869
5	2021-06-10	TallosPorM2	0.43269230769230765
5	2021-03-15	Tallos	8
5	2021-03-15	Plantas	122
5	2021-03-15	TallosPorPlanta	0.06557377049180328
5	2021-03-15	TallosPorM2	0.3846153846153846
5	2021-03-09	Tallos	3
5	2021-03-09	Plantas	122
5	2021-03-09	TallosPorPlanta	0.02459016393442623
5	2021-03-09	TallosPorM2	0.14423076923076922
5	2021-06-03	Tallos	10
5	2021-06-03	Plantas	122
5	2021-06-03	TallosPorPlanta	0.08196721311475409
5	2021-06-03	TallosPorM2	0.4807692307692307
5	2021-05-31	Tallos	22
5	2021-05-31	Plantas	122
5	2021-05-31	TallosPorPlanta	0.18032786885245902
5	2021-05-31	TallosPorM2	1.0576923076923077
5	2021-02-26	Tallos	NA
5	2021-02-26	Plantas	122
5	2021-02-26	TallosPorPlanta	NA
5	2021-02-26	TallosPorM2	NA
5	2021-02-23	Tallos	2
5	2021-02-23	Plantas	122
5	2021-02-23	TallosPorPlanta	0.01639344262295082
5	2021-02-23	TallosPorM2	0.09615384615384615
5	2021-05-24	Tallos	21
5	2021-05-24	Plantas	122
5	2021-05-24	TallosPorPlanta	0.1721311475409836
5	2021-05-24	TallosPorM2	1.0096153846153846
5	2021-04-05	Tallos	4
5	2021-04-05	Plantas	122
5	2021-04-05	TallosPorPlanta	0.03278688524590164
5	2021-04-05	TallosPorM2	0.1923076923076923
5	2021-03-31	Tallos	3
5	2021-03-31	Plantas	122
5	2021-03-31	TallosPorPlanta	0.02459016393442623
5	2021-03-31	TallosPorM2	0.14423076923076922
5	2021-05-04	Tallos	84
5	2021-05-04	Plantas	122
5	2021-05-04	TallosPorPlanta	0.6885245901639344
5	2021-05-04	TallosPorM2	4.038461538461538
5	2021-06-18	Tallos	7
5	2021-06-18	Plantas	122
5	2021-06-18	TallosPorPlanta	0.05737704918032787
5	2021-06-18	TallosPorM2	0.3365384615384615
5	2021-05-13	Tallos	41
5	2021-05-13	Plantas	122
5	2021-05-13	TallosPorPlanta	0.3360655737704918
5	2021-05-13	TallosPorM2	1.971153846153846
5	2021-03-17	Tallos	3
5	2021-03-17	Plantas	122
5	2021-03-17	TallosPorPlanta	0.02459016393442623
5	2021-03-17	TallosPorM2	0.14423076923076922
5	2021-04-20	Tallos	22
5	2021-04-20	Plantas	122
5	2021-04-20	TallosPorPlanta	0.18032786885245902
5	2021-04-20	TallosPorM2	1.0576923076923077
5	2021-04-27	Tallos	56
5	2021-04-27	Plantas	122
5	2021-04-27	TallosPorPlanta	0.45901639344262296
5	2021-04-27	TallosPorM2	2.692307692307692
5	2021-04-23	Tallos	36
5	2021-04-23	Plantas	122
5	2021-04-23	TallosPorPlanta	0.29508196721311475
5	2021-04-23	TallosPorM2	1.7307692307692306
5	2021-03-04	Tallos	5
5	2021-03-04	Plantas	122
5	2021-03-04	TallosPorPlanta	0.040983606557377046
5	2021-03-04	TallosPorM2	0.24038461538461536
5	2021-04-16	Tallos	28
5	2021-04-16	Plantas	122
5	2021-04-16	TallosPorPlanta	0.22950819672131148
5	2021-04-16	TallosPorM2	1.346153846153846
5	2021-04-13	Tallos	44
5	2021-04-13	Plantas	122
5	2021-04-13	TallosPorPlanta	0.36065573770491804
5	2021-04-13	TallosPorM2	2.1153846153846154
6	2020-11-04	Tallos	7
6	2020-11-04	Plantas	121
6	2020-11-04	TallosPorPlanta	0.05785123966942149
6	2020-11-04	TallosPorM2	0.3365384615384615
6	2020-11-06	Tallos	5
6	2020-11-06	Plantas	121
6	2020-11-06	TallosPorPlanta	0.04132231404958678
6	2020-11-06	TallosPorM2	0.24038461538461536
6	2020-11-05	Tallos	11
6	2020-11-05	Plantas	121
6	2020-11-05	TallosPorPlanta	0.09090909090909091
6	2020-11-05	TallosPorM2	0.5288461538461539
6	2020-11-23	Tallos	2
6	2020-11-23	Plantas	121
6	2020-11-23	TallosPorPlanta	0.01652892561983471
6	2020-11-23	TallosPorM2	0.09615384615384615
6	2020-11-20	Tallos	2
6	2020-11-20	Plantas	121
6	2020-11-20	TallosPorPlanta	0.01652892561983471
6	2020-11-20	TallosPorM2	0.09615384615384615
6	2020-11-19	Tallos	2
6	2020-11-19	Plantas	121
6	2020-11-19	TallosPorPlanta	0.01652892561983471
6	2020-11-19	TallosPorM2	0.09615384615384615
6	2020-11-18	Tallos	7
6	2020-11-18	Plantas	121
6	2020-11-18	TallosPorPlanta	0.05785123966942149
6	2020-11-18	TallosPorM2	0.3365384615384615
6	2020-11-17	Tallos	14
6	2020-11-17	Plantas	121
